store_name,address,city,zipcode,store_type,latitude,longitude
7-Eleven 36812,7006 University Ave,La Mesa,91942,Convenience Store,3862853.63645155,-13029628.023609
Wendy's #47810,960 W El Norte Pkwy,Escondido,92026,Restaurant Meals Program,3914897.86202448,-13036181.402032
Jack in The Box #3033,14039 Highway 8 Business,El Cajon,92021,Restaurant Meals Program,3874739.45416248,-13011330.4389073
Preferred Liquor,9181 Mission Gorge Rd,Santee,92071,Convenience Store,3873873.59278817,-13024171.1421703
Carl's Jr. #2588,4463 Camino de la Plz,San Ysidro,92173,Restaurant Meals Program,3834803.15469306,-13028515.941896
Carl's Jr. #652,614 Dennery Rd,San Diego,92154,Restaurant Meals Program,3840043.27144676,-13028053.9660092
KFC #C191001,12305 Alemania Rd,San Diego,92129,Restaurant Meals Program,3886978.70509072,-13036893.8467731
7-Eleven 29370D,2509 Coronado Ave,San Diego,92154,Convenience Store,3839168.45870249,-13033212.5112125
Denny's #7096,13584 Camino Canada,El Cajon,92021,Restaurant Meals Program,3872367.00019803,-13013428.8113088
Ongs Rest Group Inc dba Rallys Hamburgers 3430,931 S 30th St,San Diego,92113,Restaurant Meals Program,3855055.41940281,-13038769.5801929
North Park Produce,3551 El Cajon Blvd,San Diego,92104,Other,3862849.66543654,-13037352.4830751
KFC & Taco Bell #C191027,8330 Paradise Valley Rd,Spring Valley,91977,Restaurant Meals Program,3855218.38914904,-13026564.5112224
Sawaya Brother Jr Market,183 Broadway,Chula Vista,91910,Grocery Store,3847896.22944384,-13034819.9646596
Sun Valley Fuel,550 N Escondido Blvd,Escondido,92025,Convenience Store,3911947.01124284,-13034137.576181
7 Eleven Store  2112 34996A,902 S Santa Fe Ave,Vista,92084,Convenience Store,3921053.75337975,-13050436.976023
7-Eleven Store 18824 C,4205 Voltaire St,San Diego,92107,Convenience Store,3861339.45304746,-13050575.0121916
Robeks Juice #327,8250 Mira Mesa Blvd,San Diego,92126,Restaurant Meals Program,3883874.964503,-13040634.1816637
Jack in The Box #3064,1700 E Main St,El Cajon,92021,Restaurant Meals Program,3870465.61976158,-13015326.8086268
Del Taco 1252,1650 S. Melrose Dr.,Vista,92081,Restaurant Meals Program,3917429.08681012,-13051812.8849292
Escondido Arco Ampm,300 W Washington Ave,Escondido,92025,Convenience Store,3912020.51754161,-13034223.2921889
WKS Frosty Corp dba Wendys 29790,4770 Convoy St,San Diego,92111,Restaurant Meals Program,3872590.88365501,-13041498.0209123
Giant Pizza King,1029 Enkelton Blvd,Spring Valley,91977,Restaurant Meals Program,3857318.81018139,-13026214.9680213
Sprouts Farmers Market 225,4630 Palm Ave,La Mesa,91941,Supermarket,3863880.18870211,-13026367.4757237
Carl's Jr. #418,2935 Jamacha Rd,El Cajon,92019,Restaurant Meals Program,3860799.21194369,-13017711.2721196
7-eleven Store 25629b,11205 Camino Ruiz,San Diego,92126,Convenience Store,3885405.1812073,-13040400.4107331
WKS Frosty Corp dba Wendys 55500,1530 W Valley Pkwy,Escondido,92029,Restaurant Meals Program,3909858.05737242,-13036022.2151602
7 Eleven 13649 E,5746 Amaya Dr,La Mesa,91942,Convenience Store,3866855.51122209,-13024036.4455865
Ibis Food Market,1112 Fort Stockton Dr,San Diego,92103,Convenience Store,3862279.57392942,-13043694.3544656
La Tiendita,3851 Clairemont Mesa Blvd,San Diego,92117,Grocery Store,3872452.97624064,-13047234.3142729
Shamoun Shell,1145 S 28th St,San Diego,92113,Convenience Store,3854772.87329023,-13039271.6310964
WKS Frosty Corp dba Wendys 56160,8310 Rio San Diego Dr,San Diego,92108,Restaurant Meals Program,3865418.00021735,-13040689.8414091
Marco's Pizza #7026,357 W Mission Ave,Escondido,92025,Restaurant Meals Program,3912429.66232627,-13034355.762383
KFC #C191030,1327 Broadway,Chula Vista,91911,Restaurant Meals Program,3842705.4935026,-13033080.0410185
7-eleven Store 17825f,191 W San Ysidro Blvd,San Ysidro,92173,Convenience Store,3836223.87138487,-13029713.7396169
Fresh Garden Market,4291 Market St,San Diego,92102,Grocery Store,3857065.44865201,-13035810.7081277
Casita Nutrition 1,1825 W Vista Way,Vista,92083,Grocery Store,3920392.49884081,-13055568.8045486
Carl's Jr. #564,4186 Oceanside Blvd,Oceanside,92056,Restaurant Meals Program,3922981.7287994,-13056155.458265
Heritage Family Farm,350 Skyline Cir,Fallbrook,92028,Farmers and Markets,3944494.89270929,-13042254.9934497
MCDONALD'S #5416,12808 Rancho Penasquitos Blvd,San Diego,92129,Restaurant Meals Program,3888755.8047497,-13036387.34309
7-eleven 2111 36659,9613 Carlton Hills Blvd,Santee,92071,Convenience Store,3875734.18033909,-13024242.3866444
7-Eleven 16498G,103 Worthington St,Spring Valley,91977,Convenience Store,3855242.59669771,-13026456.5313163
SUBWAY 45836,1364 3RD Ave,Chula Vista,91911,Restaurant Meals Program,3842879.39314457,-13031754.2258832
Wing Stop #1204,225 Jamacha Rd,El Cajon,92019,Restaurant Meals Program,3868178.91260376,-13017119.0524286
H St. Arco,720 H St,Chula Vista,91910,Convenience Store,3846235.65462575,-13034884.5299643
Vine Ripe Market,8191 Fletcher Pkwy,La Mesa,91942,Super Store,3865644.26714373,-13026589.0015103
Bambinos Pizza & Deli 3,6230 Federal Blvd,San Diego,92114,Restaurant Meals Program,3859441.30701958,-13031416.927826
Cottage Liquor,3747 Park Blvd,San Diego,92103,Convenience Store,3861643.33300101,-13040705.4261378
7 Eleven 21793,850 W Mission Ave,Escondido,92025,Convenience Store,3912133.10403601,-13035195.1113436
SUPER MERCADO MURPHY'S,4580 University Ave,San Diego,92105,Supermarket,3862117.03605643,-13035044.830031
7 Eleven Store 2112-39526,1766 N Coast Highway 101,Encinitas,92024,Convenience Store,3905807.08094748,-13058613.3926218
McDonald's #11251,2320 Roll Dr,San Diego,92154,Restaurant Meals Program,3836509.01249349,-13017446.3317315
Domino's Pizza #7704,936 Broadway,El Cajon,92021,Restaurant Meals Program,3869857.27997804,-13018724.2794858
Arco Ampm 42619,3190 Main St,Chula Vista,91911,Convenience Store,3841676.81572871,-13031612.8501298
Las Delicias De San Diego,2695 Imperial Ave,San Diego,92102,Convenience Store,3856390.72645969,-13039533.2318998
7-ELEVEN 19663,3090 Clairemont Dr,San Diego,92117,Convenience Store,3868419.93226591,-13045900.7067732
7 Eleven 24155,1702 Gateway Dr,San Diego,92105,Convenience Store,3858648.81590079,-13036381.7771154
Carl's Jr. #651,775 College Blvd,Oceanside,92057,Restaurant Meals Program,3927564.6788405,-13056919.1099719
Harvest International Market,733 E Main St,El Cajon,92020,Super Store,3868116.27478492,-13019115.0108985
Subway 32011,915 Broadway,El Cajon,92021,Restaurant Meals Program,3869762.71397824,-13018861.2024595
Mg Liquor & Deli,5865 Mission Gorge Rd,San Diego,92120,Convenience Store,3866412.46849846,-13035554.6732988
KPG National Inc - DBA Giant Pizza King,3568 National Ave,San Diego,92113,Restaurant Meals Program,3855162.43418552,-13037550.6317688
Babylon International Market,524 E Main St,El Cajon,92020,Grocery Store,3868152.69208091,-13019458.988125
Summit Pizza West LLC Pizza Hut #030286,11808 Rancho Bernardo Rd.,San Diego,92128,Restaurant Meals Program,3898390.94987921,-13032905.269418
Leon Discount Tobacco & Food Mart,185 Palm Ave,Imperial Beach,91932,Convenience Store,3840198.50395523,-13038840.8246671
Summit Pizza West LLC Pizza Hut #33358,2340 University Ave,San Diego,92104,Restaurant Meals Program,3862006.91395003,-13039879.4355162
Bradley Market Liquor,703 E Bradley Ave,El Cajon,92021,Convenience Store,3871313.48038605,-13018958.0504165
Marukai San Diego2,8125 Balboa Ave,San Diego,92111,Supermarket,3871594.43627304,-13040854.5942555
KFC #C191018,840 Highland Ave,National City,91950,Restaurant Meals Program,3852543.69454773,-13035377.6753085
Valleymax Supermarket,2040 E Valley Pkwy,Escondido,92027,Super Store,3913637.64032112,-13030034.3397504
KFC #C191010,2949 Jamacha Rd,El Cajon,92019,Restaurant Meals Program,3860771.94908487,-13017772.4978395
Balboa International Market,5905 Balboa Ave,San Diego,92111,Super Store,3871286.72303236,-13044165.2359117
Sunset Gas&market,4792 Point Loma Ave,San Diego,92107,Convenience Store,3860346.86838973,-13052731.2707282
Carl's Jr. #409,695 H St,Chula Vista,91910,Restaurant Meals Program,3846303.72805831,-13034814.3986851
Honey Donuts,10718 Woodside Ave,Santee,92071,Restaurant Meals Program,3873939.30856982,-13020692.408083
SUBWAY 10085,8872 Navajo Road  Suite B,San Diego,92119,Restaurant Meals Program,3869331.34901854,-13025166.338418
Subway #41528,7404 University Ave,La Mesa,91942,Restaurant Meals Program,3863190.91287448,-13028620.5822173
POPEYE'S 13456,2850 NATIONAL AVE,SAN DIEGO,92113,Restaurant Meals Program,3855065.47266621,-13039134.7081227
Carl's Jr. #1043,7162 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861232.91162518,-13029298.5179163
7 Eleven 21799B,3019 Meade Ave,San Diego,92116,Convenience Store,3863127.90445807,-13038833.0323027
Imperial Beach Grocery Outlet 288,881 Palm Ave,Imperial Beach,91932,Supermarket,3840195.46534193,-13037127.6177037
PGC Fds dba Jack in The Box J3021,7740 Hazard Center Dr,San Diego,92108,Restaurant Meals Program,3864966.53852703,-13041662.7737587
Selecta International Grocers Inc.,1415 3rd Ave,Chula Vista,91911,Grocery Store,3842672.72242758,-13031585.0202571
JS Foods Burger King #910,6960 Broadway Ave,Lemon Grove,91945,Restaurant Meals Program,3857565.56175533,-13029708.1736424
7-Eleven 25085,895 Broadway,El Cajon,92021,Convenience Store,3869803.63950676,-13018963.616391
Carl's Jr. #332,3381 Rosecrans St,San Diego,92110,Restaurant Meals Program,3861828.62949915,-13047462.519229
Hilltop Market,1500 Hilltop Dr,Chula Vista,91911,Grocery Store,3842300.22210854,-13030120.0557583
SUBWAY 1055,609 Broadway  Unit A,Chula Vista,91910,Restaurant Meals Program,3845904.41357206,-13034160.9532741
KFC #C191012,1361 Medical Center Dr,Chula Vista,91911,Restaurant Meals Program,3844386.71851902,-13027319.2573699
Adams Avenue Liquor,2740 Adams Ave,San Diego,92116,Convenience Store,3863873.70214674,-13039318.3852826
Holiday Market & Liquor,3206 Thorn St,San Diego,92104,Convenience Store,3860749.71534376,-13038276.4348487
Pours Liquor,1141 13th St,Imperial Beach,91932,Convenience Store,3839114.03274147,-13036146.8929899
Popeyes Louisiana Kitchen 12135,3295 Palm Ave.,San Diego,92154,Restaurant Meals Program,3840135.4859171,-13031337.8909876
7-eleven 18469,10710 Woodside Ave,Santee,92071,Convenience Store,3873886.70941687,-13020707.9928117
Jimbos Natural Family Inc,1923 Calle Barcelona,Carlsbad,92009,Super Store,3904834.10973993,-13054150.5942359
QSC Foods dba Jack in The Box 37,7170 Linda Vista Rd,San Diego,92111,Restaurant Meals Program,3867437.34458225,-13043080.9840714
Carnival Supermarket 3,870 3rd Ave,Chula Vista,91911,Super Store,3845199.53281349,-13032514.5380053
San Diego Market,2601 Broadway,San Diego,92102,Convenience Store,3857640.84516617,-13039736.9465679
Nahrain Fish & Chicken Grill & Market,1183 E Main St,El Cajon,92021,Restaurant Meals Program,3868064.76105673,-13017899.402059
Burger King 1936,1707 E. Valley Parkway,Escondido,92027,Restaurant Meals Program,3913167.56821263,-13030783.5199234
Carl's Jr. #117,950 Carlsbad Village Dr,Carlsbad,92008,Restaurant Meals Program,3916908.59573911,-13062691.0255695
Wienerschnitzel #86,1825 Highland Ave,National City,91950,Restaurant Meals Program,3851447.511923,-13034949.0952689
Michi-Cal Inc.,2100 Highland Ave,National City,91950,Restaurant Meals Program,3851135.82794162,-13034901.2278879
KFC #C191015,5080 Bonita Rd,Bonita,91902,Restaurant Meals Program,3851633.70636146,-13026750.414772
Jack in The Box 3026,4211 Oceanside Blvd,Oceanside,92056,Restaurant Meals Program,3922841.62985228,-13055880.4991228
Denny's #9501,1065 Camino del Rio S,San Diego,92108,Restaurant Meals Program,3864043.41279115,-13041499.1341072
Del Taco 875,1605 E. Valley Pkwy,Escondido,92027,Restaurant Meals Program,3913093.52294688,-13030917.1033124
MZM Fds Inc dba Jack in The Box 84,804 University Ave,San Diego,92103,Restaurant Meals Program,3861987.19267178,-13041882.0731555
Imperial Liquor,3106 E 16th St,National City,91950,Grocery Store,3852632.0389443,-13032400.9921247
Muang Lao Market,110 47th St,San Diego,92102,Grocery Store,3856161.59428413,-13034813.2854902
Sprouts Farmers Market 233,3205 Lemon Grove Ave,Lemon Grove,91945,Supermarket,3860920.43978781,-13027789.0256211
Tradewinds Liquor,3111 54th St,San Diego,92105,Convenience Store,3860646.22312428,-13033199.1528737
Mid East Market,4595 El Cajon Blvd,San Diego,92115,Grocery Store,3862901.15636824,-13035030.3584972
El Toro Market,337 N Main Ave,Fallbrook,92028,Grocery Store,3946425.16168668,-13052355.0108494
Popeyes #13242,2810 El Cajon Blvd,San Diego,92104,Restaurant Meals Program,3862923.79127056,-13039210.4053765
Rallys,7393 El Cajon Blvd,La Mesa,91942,Restaurant Meals Program,3864601.41002313,-13028594.9787344
Sweetwater Gas,2835 Sweetwater Rd,Spring Valley,91977,Convenience Store,3860356.52914448,-13025987.8762601
Jack in The Box #7,393 W Main St,El Cajon,92020,Restaurant Meals Program,3868080.91700892,-13020569.9566432
Jack in The Box #3050,350 E Chase Ave,El Cajon,92020,Restaurant Meals Program,3866229.21840002,-13019716.1361488
King Market,7907 Cajon Rd,El Cajon,92021,Convenience Store,3871605.56337695,-13016970.9975058
Everytable El Cajon,6083 El Cajon Blvd,San Diego,92115,Restaurant Meals Program,3863655.54415925,-13031799.8668744
KFC & Taco Bell #C191024,4290 Clairemont Mesa Blvd,San Diego,92117,Restaurant Meals Program,3873138.29002707,-13046799.0550639
Pizza Hut,2326 Proctor Valley Rd,Chula Vista,91914,Restaurant Meals Program,3850402.86742101,-13021125.4409022
McDonald's # 1557,1110 3rd Ave,Chula Vista,91911,Restaurant Meals Program,3844085.26451679,-13032113.7878384
KFC #C191020,724 Fletcher Pkwy,El Cajon,92020,Restaurant Meals Program,3869862.84270757,-13021237.8735879
JACK IN THE BOX #87,7425 Mission Gorge Rd,San Diego,92120,Restaurant Meals Program,3869655.16925464,-13033032.1736375
K & L Liquor & Market,1413 Morena Blvd,San Diego,92110,Grocery Store,3865302.81626559,-13047078.4669858
7-Eleven 21834,108 W Washington Ave,El Cajon,92020,Convenience Store,3867157.01754781,-13020227.0926115
Jensen's Foods Point Loma,955 Catalina Blvd,San Diego,92106,Super Store,3858493.73787547,-13051717.1501671
7-Eleven 13587,2404 University Ave,San Diego,92104,Convenience Store,3861966.01549697,-13039805.9646522
WKS Frosty Corp,960 Eastlake Pkwy,Chula Vista,91914,Restaurant Meals Program,3848868.99413471,-13020643.4275071
7 Eleven 16073,4687 Ohio St,San Diego,92116,Convenience Store,3863845.90266413,-13038687.2037698
Carl's Jr. #613,5901 University Ave,San Diego,92115,Restaurant Meals Program,3862155.8172835,-13032235.1260834
Mission Square Market,6171 Mission Gorge Rd,San Diego,92120,Convenience Store,3867087.36717966,-13035255.2238686
7-ELEVEN  # 13609 13609,4340 Mission Blvd,San Diego,92109,Convenience Store,3868034.96530139,-13052749.0818468
KFC & Taco Bell #C191031,7180 Miramar Rd,San Diego,92121,Restaurant Meals Program,3879529.01149278,-13042024.5621037
Fallbrook Grocery Outlet,1101 S Main Ave,Fallbrook,92028,Supermarket,3944793.34354576,-13052368.3691883
El Cajon Arco Am/pm,404 E Chase Ave,El Cajon,92020,Convenience Store,3866195.85235938,-13019638.2125052
Farmers Liquor,2045 University Ave,San Diego,92104,Convenience Store,3861957.41228056,-13040263.4877594
Sawaya Brothers Market,425 S 30th St,San Diego,92113,Super Store,3855748.71779796,-13038795.1836758
7-Eleven 20508,948 Grand Ave,Spring Valley,91977,Convenience Store,3857487.89729874,-13024085.4261624
Nigeria Breeze Restaurant,925 E Plaza Blvd,National City,91950,Restaurant Meals Program,3852549.77812272,-13035060.4147597
Jack in The Box #58,12155 Woodside Ave,Lakeside,92040,Restaurant Meals Program,3876213.88388827,-13016480.0785514
Subway 45817,4310 Camino De La Plaza,San Ysidro,92173,Restaurant Meals Program,3835166.43944124,-13028814.2781313
7 Eleven 23982C,1303 Imperial Beach Blvd,Imperial Beach,91932,Convenience Store,3839178.49847019,-13036104.5915834
North Park Produce,12342 Poway Rd,Poway,92064,Grocery Store,3889031.60631555,-13031559.4167743
Yoshinoya Beef Bowl #1179,1299 Broadway,Chula Vista,91911,Restaurant Meals Program,3842816.88940772,-13033116.7764505
Tarbosh,1142 E Main St,El Cajon,92021,Restaurant Meals Program,3868152.16237398,-13018066.3812952
Frazier Farms Market,1820 Oceanside Blvd,Oceanside,92054,Super Store,3920885.21038708,-13064281.7810929
Pacific Liquor House,2931 El Cajon Blvd,San Diego,92104,Convenience Store,3862821.86836896,-13038930.9934546
7-eleven Store 33971b,696 W San Marcos Blvd,San Marcos,92078,Convenience Store,3913544.31567526,-13044308.8380548
PGC Fds dba Jack in The Box J3012,3801 Murphy Canyon Rd,San Diego,92123,Restaurant Meals Program,3870311.97556845,-13037286.8045756
7 ELEVEN 13644 13644 F,5150 Linda Vista Rd,San Diego,92110,Convenience Store,3864162.55588923,-13046341.5319567
Carl's Jr. #575,1487 E H St,Chula Vista,91910,Restaurant Meals Program,3848236.11950743,-13024423.8374144
Carl's Jr. #261,1502 Sweetwater Rd,National City,91950,Restaurant Meals Program,3850354.86888625,-13033707.8829466
7-Eleven Store 33555,600 W Grape St,San Diego,92101,Convenience Store,3858935.4245102,-13043145.549376
DMSD Foods Inc dba Jack in the Box 3004,7015 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861120.81255921,-13029577.9298381
La Morena Taco Shop,5059 Federal Blvd,San Diego,92102,Restaurant Meals Program,3858352.42281506,-13033991.7476481
7 Eleven 13624D,13626 Pomerado Rd,Poway,92064,Convenience Store,3890208.24681442,-13031340.1173774
Arnele Market & Liquor,735 Arnele Ave,El Cajon,92020,Convenience Store,3869306.58276592,-13021207.8173254
JACK IN THE BOX#26,3838 Midway Dr,San Diego,92110,Restaurant Meals Program,3862760.71505098,-13048700.3919666
Beshay Foods Inc dba Jack in the Box 3002,740 Sycamore Rd,Vista,92083,Restaurant Meals Program,3917073.88969581,-13048636.9398569
Golden State Gasoline Inc,181 N 2nd St,El Cajon,92021,Convenience Store,3868277.43872666,-13017223.6927499
Carroll Centre Arco,9720 Carroll Centre Rd,San Diego,92126,Convenience Store,3881878.51662866,-13038017.0604352
D & S Gas & Food Mart,1025 Euclid Ave,San Diego,92114,Convenience Store,3857726.05227735,-13033837.0135559
Moms & Kids Nutrition,839 Williamston St,Vista,92084,Convenience Store,3923234.92234009,-13049916.0008061
Sprouts Farmers Market 250,471 College Blvd,Oceanside,92057,Supermarket,3927825.69209722,-13056837.8467436
