store_name,address,city,zipcode,store_type,latitude,longitude
Grocery Outlet Of Santee 272,9759 Mission Gorge Rd,Santee,92071,Supermarket,3873752.23154367,-13022659.4234853
Bonita Farmers Market,5080 Bonita Rd,Bonita,91902,Grocery Store,3851633.70636146,-13026750.414772
Vallarta Supermarkets 36 36,901 Euclid Ave,National City,91950,Super Store,3853060.41283479,-13033301.5668052
Go Go's Liquor Inc,1295 N 2nd St,El Cajon,92021,Convenience Store,3870540.85316693,-13017213.6739957
Ob Quik Stop Liquor,4984 Voltaire St,San Diego,92107,Convenience Store,3862448.20272297,-13051778.375887
Palomar Airport Arco,1991 Palomar Airport Rd,Carlsbad,92011,Convenience Store,3911116.40894416,-13055765.8400473
7-Eleven 13628,13835 Mango Dr,Del Mar,92014,Convenience Store,3888596.34956469,-13051919.7516404
Denny's #7375,2642 Jamacha Rd,El Cajon,92019,Restaurant Meals Program,3861432.89265236,-13016767.2828377
Blvd Mart,6937 El Cajon Blvd,San Diego,92115,Convenience Store,3864632.65335386,-13029753.8146336
7-Eleven Store 35885A,2003 Mission Ave,Oceanside,92058,Convenience Store,3922475.7573589,-13064882.9063432
Discount Liquor,4815 El Cajon Blvd,San Diego,92115,Convenience Store,3862989.0488638,-13034496.0249414
New Caney Inc dba Dennys 6488,4235 Spring St,La Mesa,91941,Restaurant Meals Program,3862976.34147452,-13026064.6867087
Street Corner sc170,3789 Miramar St,La Jolla,92037,Grocery Store,3878732.11856602,-13049475.1756225
V Outlet,3020 Clairemont Dr,San Diego,92117,Convenience Store,3868056.15338633,-13045997.5547302
Mission Market,2885 Mission Blvd,San Diego,92109,Convenience Store,3864209.55155362,-13052324.9545868
San Marcos Market,500 S Rancho Santa Fe Rd,San Marcos,92078,Grocery Store,3913510.28294171,-13047275.5024845
Krisp,4976 Newport Ave,San Diego,92107,Supermarket,3861739.28975259,-13052251.4837229
Del Taco 233,3896 Clairmont Dr,San Diego,92117,Restaurant Meals Program,3870285.75029449,-13046792.3758944
Sawaya Brothers Jr Market #2,98 Broadway,Chula Vista,91910,Grocery Store,3848262.82462497,-13035012.5473787
Comstock Market,2145 Comstock St,San Diego,92111,Convenience Store,3866576.65453391,-13043369.3015525
San Marcos Farmers Market,251 North City Dr,San Marcos,92078,Farmers and Markets,3913192.29438447,-13042112.5045015
G&M Oil 0007,802 N Coast Hwy,Oceanside,92054,Convenience Store,3922087.94506407,-13067072.5607271
Speedway 4417,1890 Palm Ave,San Diego,92154,Convenience Store,3840236.8169725,-13034739.8146262
Speedway 5085,700 Avocado Ave,El Cajon,92020,Convenience Store,3867114.6446512,-13019717.2493437
Speedway 5130,7974 University Ave,La Mesa,91942,Convenience Store,3864197.90190667,-13027319.2573699
Speedway 5155,833 Turquoise St,San Diego,92109,Convenience Store,3869903.7685842,-13053176.5486914
Good Old Days Spices,261 E Main St,El Cajon,92020,Super Store,3868081.9764164,-13019849.7195377
7-Eleven 43170,2435 Otay Center Dr,San Diego,92154,Convenience Store,3836335.20635115,-13017947.2694401
7 Eleven 34902,151 N Highland Ave,National City,91950,Convenience Store,3853769.2014071,-13035720.5393401
Mi Angel,1039 Broadway,El Cajon,92021,Grocery Store,3869799.66614824,-13018325.7557088
Papa Johns Pizza 1595,1809 S Centre City Pkwy,Escondido,92025,Restaurant Meals Program,3908842.62346835,-13032783.931173
Burger King 11121,1677 S. Centre City Parkway,Escondido,92025,Restaurant Meals Program,3909050.99218236,-13032858.5152318
Leon Produce,3004 Madison Ave,San Diego,92116,Grocery Store,3863629.73082959,-13038853.069811
JACK IN THE BOX #3010,2905 Alta View Dr,San Diego,92139,Restaurant Meals Program,3852413.55969387,-13028814.2781313
DMSD Foods Inc. dba: Jack in The Box #3007,10330 Mast Blvd,Santee,92071,Restaurant Meals Program,3876130.92822838,-13021286.8541639
McDonald's #12915,7085 Clairemont Mesa Blvd,San Diego,92111,Restaurant Meals Program,3873057.8732161,-13042785.9874208
Black Mountain Farm,680 Rancho Trl,Ramona,92065,Farmers and Markets,3905300.79103676,-13009590.5152662
7 Eleven Store 13598A,4527 Mission Bay Dr,San Diego,92109,Convenience Store,3869235.86017093,-13048461.0550614
Golden State Gasoline 9,7081 Broadway,Lemon Grove,91945,Convenience Store,3861163.29625929,-13029521.1568978
Arco Am/pm 83162,100 La Terraza Blvd,Escondido,92025,Convenience Store,3910823.87130418,-13035093.810607
Canyon Liquor,301 Harbison Canyon Rd,El Cajon,92019,Convenience Store,3871881.3599578,-13005198.9613544
Barons Market,3231 University Ave,San Diego,92104,Supermarket,3861965.48606808,-13038210.7563492
Carl's Jr. #1390,660 Hacienda Dr,Vista,92081,Restaurant Meals Program,3920978.59381187,-13052862.6277274
7-eleven 15944,9365 Jamacha Blvd,Spring Valley,91977,Convenience Store,3856587.45029986,-13024137.7463231
Subway #44359,530 Hacienda Dr,Vista,92081,Restaurant Meals Program,3921045.63878358,-13052445.1796369
Brothers Butcher Shop 1,461 Broadway,El Cajon,92021,Other,3869798.07680521,-13019561.4020566
Bubbles Market,135 Washington St,San Diego,92103,Convenience Store,3862104.85904216,-13042537.7449563
Otay Valley Shell 62,4555 Main St,Chula Vista,91911,Convenience Store,3841588.0246123,-13028251.0015079
Grocery Outlet Oceanside-Mission 483,1527 Mission Ave,Oceanside,92057,Super Store,3921959.03193265,-13065256.9398323
Kupanda African And Caribbean Market,4575 El Cajon Blvd,San Diego,92115,Other,3862865.81423924,-13035048.1696157
American's Market,2115 E Valley Pkwy,Escondido,92027,Convenience Store,3913703.0477828,-13029896.3035818
CVS Pharmacy 11445,501 Mission Ave,Oceanside,92054,Other,3921322.73548756,-13066590.547332
Mother Earth Nutrition,1655 Broadway,Chula Vista,91911,Grocery Store,3842017.98064739,-13032819.55341
Hilltop Arco ,1401 Hilltop Dr,Chula Vista,91911,Convenience Store,3842895.11823815,-13030121.1689532
Keg 'n Bottle,677 H St,Chula Vista,91910,Convenience Store,3846322.36570719,-13034664.1173725
Fuelthycells Seamoss,6186 University Ave,San Diego,92115,Restaurant Meals Program,3862627.42309571,-13031353.4757163
Sycamore Mobil 9762576,710 Sycamore Ave,Vista,92083,Convenience Store,3917163.78505988,-13048616.9023485
Summit Pizza West LLC Pizza Hut #030290,1528 Sweetwater Rd,National City,91950,Restaurant Meals Program,3850365.05037734,-13033636.6384725
Arco AM PM 83753,9065 Campo Rd,Spring Valley,91977,Convenience Store,3862359.78481302,-13024586.363871
Alpine Discount Liquor,2223 Alpine Blvd,Alpine,91901,Convenience Store,3873480.89564875,-12998351.6994757
MZM Foods Inc. dba: Jack in The Box #3053,9215 Clairemont Mesa Blvd,San Diego,92123,Restaurant Meals Program,3872931.08868504,-13038888.6920481
SUBWAY 15681,642 Palomar St,Chula Vista,91911,Restaurant Meals Program,3842700.47212232,-13033401.7543469
Greenfield Mobil,1761 Greenfield Dr,El Cajon,92021,Convenience Store,3870258.46547552,-13014975.0390359
Jack in the Box 69,16725 Bernardo Center Dr,San Diego,92128,Restaurant Meals Program,3897649.99356887,-13032759.440885
7-eleven 39199,1999 Sweetwater Rd,National City,91950,Convenience Store,3850489.08015477,-13033214.7376024
AMPM 42641,3296 El Cajon Blvd,San Diego,92104,Convenience Store,3862876.93309986,-13038021.5132148
Summit Pizza West LLC Pizza Hut #31292,9805 Campo Rd,Spring Valley,91977,Restaurant Meals Program,3861779.65799869,-13022862.0249586
Pizza Hut #027215,251 Palomar St,Chula Vista,91911,Restaurant Meals Program,3843344.28330299,-13031585.0202571
Tony's Giant Pizzeria & Grill,4973 Diane Ave,San Diego,92117,Restaurant Meals Program,3873501.1661316,-13045184.9224474
Baja Giant Pizza,750 Beyer Way  Suite G,San Diego,92154,Restaurant Meals Program,3839926.3529858,-13031317.8534792
WKS FROSTY CORPORATION WENDYS 37850,567 WEST VISTA WAY,VISTA,92083,Restaurant Meals Program,3921367.30038309,-13052668.9318134
McDonald's #27840,5565 Mission Rd,Bonsall,92028,Restaurant Meals Program,3933825.28748288,-13049582.0423337
Little Kids Nutrition & Fish Market,1078 E Vista Way,Vista,92084,Grocery Store,3923778.58193271,-13049790.2097815
Bisher's Quality Meats,2330 Main St,Ramona,92065,Specialty Store,3898986.5635351,-13012048.4496229
7-Eleven 21798,1498 Jamacha Rd,El Cajon,92019,Convenience Store,3864725.05996091,-13016357.6271115
Coronado Shell,2485 Coronado Ave,San Diego,92154,Convenience Store,3839217.86500985,-13033296.0008306
San Marcos Arco Am/pm,125 N Rancho Santa Fe Rd,San Marcos,92069,Convenience Store,3915356.43622897,-13046361.5694651
Carl's Jr. #577,1288 Auto Park Way,Escondido,92029,Restaurant Meals Program,3910455.31887015,-13035573.5976123
McDONALD'S #4912,4350 Palm Ave,San Diego,92154,Restaurant Meals Program,3840239.32714003,-13028799.8065975
7-Eleven 13571H,2840 Bancroft Dr,Spring Valley,91977,Convenience Store,3860365.52821082,-13025137.3953504
Yoshinoya Beef Bowl #1267 Spring Valley,1025 Sweetwater Rd,Spring Valley,91977,Restaurant Meals Program,3857363.6616924,-13025832.028973
M & M Market,8555 Station Village Ln,San Diego,92108,Convenience Store,3865354.45031161,-13040356.9961317
Steele Canyon Circle K 2658168,12868 Campo Rd,Spring Valley,91978,Convenience Store,3859237.25763202,-13014358.3290569
Moonlite Market,101 S Meadowbrook Dr,San Diego,92114,Convenience Store,3855850.71189582,-13027750.0637993
Dollar House And Market,645 N Broadway,Escondido,92025,Convenience Store,3912326.77661528,-13033781.3538105
Seven Days Food Market,3365 Mission Ave,Oceanside,92058,Convenience Store,3924214.08674559,-13062327.0108346
SUBWAY 35807,611 K Street,San Diego,92101,Restaurant Meals Program,3856650.55608639,-13042090.2406033
Jack in The Box #55,815 E Vista Way,Vista,92083,Restaurant Meals Program,3923158.81734458,-13050485.9565989
Imperial Market,2765 Imperial Ave,San Diego,92102,Convenience Store,3856371.01456765,-13039328.4040367
Summit Pizza West LLC Pizza Hut 027201,1762 N Second St,El Cajon,92021,Restaurant Meals Program,3871497.33949134,-13017173.5989791
Teriyaki Madness,2511 Coronado Ave,San Diego,92154,Restaurant Meals Program,3839168.45870249,-13033212.5112125
JACK IN THE BOX #14,6080 Mission Gorge Rd,San Diego,92120,Restaurant Meals Program,3866756.4673499,-13035298.63847
Jack in the Box #6,486 Broadway,Chula Vista,91910,Restaurant Meals Program,3846474.11162926,-13034398.0637895
Jack in The Box #3032,3281 Business Park Dr,Vista,92081,Restaurant Meals Program,3912822.73663139,-13049877.0389843
AM PM 83007,1403 S Santa Fe Ave,Vista,92083,Convenience Store,3919847.53412176,-13049222.4803784
7 Eleven 39094A,13012 Pomerado Rd,Poway,92064,Convenience Store,3888934.4979536,-13031343.4569621
Arco Am/pm,1245 W Main St,El Cajon,92020,Convenience Store,3868117.86390094,-13022020.4496082
SUBWAY 20100,2260 Callagan Hwy,San Diego,92136,Restaurant Meals Program,3854326.71288226,-13038583.6766433
Jack in the Box 3082,1004 S Santa Fe Ave,Vista,92084,Restaurant Meals Program,3920921.79212385,-13050057.3765594
City Liquor House,1801 5th Ave,San Diego,92101,Convenience Store,3858804.68989493,-13042192.6545348
Farooqi Food Management Inc dba Dennys 7856,6908 Miramar Rd,San Diego,92121,Restaurant Meals Program,3879216.5837893,-13043010.8527922
MZM Foods Inc. dba: Jack in The Box #3018,4375 Genesee Avenue,San Diego,92117,Restaurant Meals Program,3871829.43234583,-13044816.4549328
WKS Frosty Corp dba Wendys 38350,102 Encinitas Blvd,Encinitas,92024,Restaurant Meals Program,3901907.97904378,-13056580.6987199
El Toro Taco Shop,470 S Meadowbrook Dr,San Diego,92114,Restaurant Meals Program,3855284.00098069,-13027359.3323866
Pine Valley Store,28820 Old Highway 80,Pine Valley,91962,Convenience Store,3871770.74912138,-12972125.9406397
7-eleven Store 26909b,4210 Beyer Blvd,San Ysidro,92173,Convenience Store,3836825.85866821,-13029298.5179163
SUBWAY 24150,4415 Imperial Ave. #B,San Diego,92113,Restaurant Meals Program,3856018.7196592,-13035668.2191794
Mex Mart,1740 S 43rd St,San Diego,92113,Grocery Store,3853977.65338817,-13035787.3310346
McDonald's NSN 849,1630 Highland Ave,National City,91950,Restaurant Meals Program,3851638.73153611,-13035073.7730986
WKS Frosty Corp dba Wendys 4033,8749 Campo Rd,La Mesa,91941,Restaurant Meals Program,3862487.64685478,-13025463.5614584
La Favorita Market ,1021 N Santa Fe Ave,Vista,92084,Grocery Store,3923646.05757791,-13051594.6987272
M & N Lincoln Wings LLC,6969 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861094.07834666,-13029672.5514053
Mr As Liquor,254 Vista Village Dr,Vista,92083,Convenience Store,3921695.22343911,-13052049.9954446
Alrafidain Market,1221 Broadway,El Cajon,92021,Grocery Store,3869754.23751116,-13017635.5748658
Bilkheyr Coffee,6187 University Ave,San Diego,92115,Convenience Store,3862574.47735492,-13031317.8534792
Denny's #8885,2110 Birch Rd,Chula Vista,91915,Restaurant Meals Program,3845134.90212131,-13020170.3196712
Carl's Jr. #220,120 Knoll Rd,San Marcos,92069,Restaurant Meals Program,3913722.85621243,-13043879.1448204
Quick Korner Market & Deli,981 Greenfield Dr,El Cajon,92021,Convenience Store,3870546.41621952,-13018606.2808256
Sprouts Farmers Market 239,2618 El Camino Real,Carlsbad,92008,Supermarket,3918662.32051979,-13060641.633744
Crest Foods,1103 La Cresta Blvd,El Cajon,92021,Convenience Store,3870731.85281042,-13009053.9553206
Primo Foods East 1,868 E Vista Way,Vista,92084,Grocery Store,3923335.50942594,-13050384.6558623
Subway 44346,220 W Main St,El Cajon,92020,Restaurant Meals Program,3868150.70568004,-13020426.3545
Carl's Jr. #214,16685 Bernardo Center Dr,San Diego,92128,Restaurant Meals Program,3897585.20692956,-13032783.931173
Ackee Tree the Real Jamaican Cuisine,5712 El Cajon Blvd,San Diego,92115,Restaurant Meals Program,3863320.24002795,-13032553.499827
Attisha Fuel,4067 El Cajon Blvd,San Diego,92105,Convenience Store,3862839.07606973,-13036347.2680733
Sprouts Farmers Market 247,3243 Camino de Los Coches,Carlsbad,92009,Supermarket,3905408.79593929,-13050949.0456806
7-ELEVEN 13610 13610,6953 La Jolla Blvd,La Jolla,92037,Convenience Store,3873123.05450996,-13055201.4502289
Carl's Jr. #585,700 13th St,Imperial Beach,91932,Restaurant Meals Program,3840142.09156575,-13036175.8360575
Popeye's Louisiana Kitchen 14266,3194 Midway Dr,San Diego,92110,Restaurant Meals Program,3862262.8964875,-13047649.5359735
QSC Foods dba Jack in the Box 60,9380 Mira Mesa Blvd,San Diego,92126,Restaurant Meals Program,3884362.02890922,-13038117.2479769
7-Eleven 19006E,9111 Mission Gorge Rd,Santee,92071,Convenience Store,3873848.2870105,-13024421.6110246
Mother's Nutritional Center 246,542 Broadway,Chula Vista,91910,Supermarket,3846188.20172682,-13034363.5547473
Fruiteria Don Chamango Produce,4948 EL Cajon Blvd,San Diego,92115,Restaurant Meals Program,3863047.55597867,-13034184.3303672
7-Eleven 21800D,631 S Main Ave,Fallbrook,92028,Convenience Store,3945416.26278313,-13052372.8219679
Teriyaki Madness,2535 Otay Center Drive  Suite C,San Diego,92154,Restaurant Meals Program,3836250.54941912,-13017847.0818984
KFC #C191019,12061 Woodside Ave,Lakeside,92040,Restaurant Meals Program,3876152.26341407,-13016825.1689729
Stan's Liquor,9907 Campo Rd,Spring Valley,91977,Convenience Store,3861852.85061375,-13022492.4442492
Motherland African Caribbean Plaza,4298 University Ave,San Diego,92105,Other,3862150.25819192,-13035765.0671364
SUBWAY 6192,336 Euclid Ave.  Suite 504,San Diego,92114,Restaurant Meals Program,3856669.73925398,-13034080.8032407
7-Eleven 16070,394 W Chase Ave,El Cajon,92020,Convenience Store,3866195.85235938,-13020641.2011173
Cherokee Market,4600 Cherokee Ave,San Diego,92116,Convenience Store,3863632.24597205,-13037108.6933903
Ballards Liquor,1183 E Main St,El Cajon,92021,Convenience Store,3868061.71526495,-13017922.7791521
Otay Center Drive Inc. 42889,2510 Otay Center Dr,San Diego,92154,Convenience Store,3836136.70594895,-13018011.8347447
Rocket 0037,535 S Santa Fe Ave,Vista,92083,Convenience Store,3921434.87971412,-13050992.460282
My Market No,4111 Home Ave,San Diego,92105,Grocery Store,3858595.75569857,-13036270.4576246
Pola Market,3276 Monroe Ave,San Diego,92116,Convenience Store,3863396.48679355,-13038111.6820024
Soapy Joe's Mission Gorge,4282 Camino del Rio N,San Diego,92108,Convenience Store,3866178.63975633,-13035787.3310346
Wing Stop #1277,791 Palm Ave,Imperial Beach,91932,Restaurant Meals Program,3840122.93519484,-13037320.2004228
Burger King 3584,244 W. Mission Avenue,Escondido,92024,Restaurant Meals Program,3912518.45847532,-13034305.6686121
7-Eleven 34184,1469 State St,San Diego,92101,Convenience Store,3858293.40972338,-13042892.8541319
7 Eleven 19526B,3792 4th Ave,San Diego,92103,Convenience Store,3861747.89280984,-13042371.878915
SUBWAY 48461,4378 Bonita Rd,Bonita,91902,Restaurant Meals Program,3850286.37544694,-13028002.7590434
Subway #50949,197 Woodland Pkwy,San Marcos,92069,Restaurant Meals Program,3914050.96314704,-13039848.2660587
Los Pinos Taco Shop,5646 Lake Murray Blvd,La Mesa,91942,Restaurant Meals Program,3866455.50090742,-13027994.9666791
Jack in The Box #66,1465 Mission Rd,Fallbrook,92028,Restaurant Meals Program,3946816.85355482,-13050231.034965
Summit Pizza West LLC Pizza Hut #027197,3509 Cannon Rd,Oceanside,92056,Restaurant Meals Program,3918113.84589469,-13052592.1213647
McDonald's #4108,2705 Via de la Valle,Del Mar,92014,Restaurant Meals Program,3892690.6040511,-13052157.9753507
Jack in The Box #32,495 N 2nd St,El Cajon,92021,Restaurant Meals Program,3868785.70889214,-13017171.3725892
Jack in the Box 3068,1900 Mission Ave,Oceanside,92054,Restaurant Meals Program,3922381.29760011,-13065133.3751975
El Paisano La Familia,3820 University Ave,San Diego,92105,Grocery Store,3862189.171888,-13036794.7724263
OTAY MESA ARCO 81755,4604 Palm Ave,San Diego,92154,Convenience Store,3840201.54256932,-13028273.265406
Subway 4583,13465 Camino Canada,El Cajon,92021,Restaurant Meals Program,3872039.13122555,-13013646.9975107
Arco AM/PM,201 Broadway,El Cajon,92021,Convenience Store,3869791.58699005,-13019925.4167915
El Cajon Tobacco Outlet,1246 E Main St,El Cajon,92021,Convenience Store,3868183.54755074,-13017540.9532987
G T M Discount General Stores,8967 Carlton Hills Blvd,Santee,92071,Super Store,3874168.25674151,-13023878.3719095
7-Eleven Store 20551e 20551E,1602 University Ave,San Diego,92103,Convenience Store,3861999.89899493,-13041000.4227884
Garcia's Puebla Mercado,1365 E Main St,El Cajon,92021,Grocery Store,3868473.43400287,-13016866.3571845
7-Eleven Store 36766A,222 Park Blvd,San Diego,92101,Convenience Store,3856558.74190905,-13041607.1140133
Giant Pizza King #10,9614 Carlton Hills Blvd,Santee,92071,Restaurant Meals Program,3875754.3221939,-13024371.5172537
Popeyes #2614,2210 E Plaza Blvd,National City,91950,Restaurant Meals Program,3852614.84612073,-13033577.6391423
Subway 4462,5608 Mission Center Road,San Diego,92108,Restaurant Meals Program,3865455.33594681,-13041729.5654531
7-Eleven 21794,6991 El Cajon Blvd,San Diego,92115,Convenience Store,3864587.77418865,-13029662.5326511
7-Eleven Store 21142C,1531 W Mission Rd,San Marcos,92069,Convenience Store,3915383.29442466,-13045927.423451
Potrero General Store,25125 Highway 94,Potrero,91963,Grocery Store,3842890.49320846,-12980819.9928707
Market Corner 1,1040 Park Blvd,San Diego,92101,Convenience Store,3857725.12610979,-13041534.7563442
DMSD Restaurants Inc. dba: Denny's #8745,130 E Calle Primera,San Ysidro,92173,Restaurant Meals Program,3835706.96330617,-13029237.2921963
Carl's Jr. #491,3833 Convoy St,San Diego,92111,Restaurant Meals Program,3870554.49589582,-13041332.154871
7 Eleven 13620,592 Santa Fe Dr,Encinitas,92024,Convenience Store,3900123.70420006,-13055497.5600745
KFC #C191007,6745 Mira Mesa Blvd,San Diego,92121,Restaurant Meals Program,3882955.78992406,-13043618.6572119
7 Eleven 33694,5102 Waring Rd,San Diego,92120,Convenience Store,3867573.33936393,-13033577.6391423
Trolleyside Deli,530 W 21st St,National City,91950,Convenience Store,3850662.1686617,-13036387.34309
Summit Pizza West LLC Pizza Hut 27196,610 N Redondo Dr,Oceanside,92057,Restaurant Meals Program,3929279.93995886,-13057794.0811695
Four Js Ent Inc dba Little Caesars Pizza 1465-001,4370 Palm Ave,San Diego,92154,Restaurant Meals Program,3840319.91701177,-13028738.5808776
Vista Chervon 373475,1590 S Melrose Dr,Vista,92081,Convenience Store,3917533.48038201,-13051907.5064964
Jack in the Box #64,721 E San Ysidro Blvd,San Ysidro,92173,Restaurant Meals Program,3835104.90078369,-13027714.4415623
Cali BBQ,8910 Troy St,Spring Valley,91977,Restaurant Meals Program,3860487.8103222,-13025249.8280361
SUBWAY 27087,416 W San Ysidro Blvd,San Ysidro,92173,Restaurant Meals Program,3836371.92202603,-13030210.2245459
Carl's Jr. #252,2608 El Camino Real,Carlsbad,92008,Restaurant Meals Program,3918726.29317392,-13060667.2372269
Dollar Tree 7751,13439 Camino Canada,El Cajon,92021,Other,3872088.14540021,-13013512.3009269
Oceanside Liquor,1910 Oceanside Blvd,Oceanside,92054,Convenience Store,3921050.16167255,-13064000.1427812
7-Eleven 17043,711 Oceanside Blvd,Oceanside,92054,Convenience Store,3919835.96204503,-13065289.2224846
Express Market,2543 University Ave,San Diego,92104,Convenience Store,3861945.76485913,-13039625.6270771
Carl's Jr. #1470,611 Douglas Dr,Oceanside,92058,Restaurant Meals Program,3927773.91490708,-13060357.7690425
Jack in The Box 3003,2461 Jamacha Rd,El Cajon,92019,Restaurant Meals Program,3861449.03951464,-13016443.3431194
7 Eleven 39310,1089 Carlsbad Village Dr,Carlsbad,92008,Convenience Store,3916917.63830849,-13062549.6498162
Subway 50755,2411 E Valley Pkwy,Escondido,92027,Restaurant Meals Program,3913945.9360172,-13029183.8588407
SUBWAY 12321,9805 Campo Rd. #155,Spring Valley,91977,Restaurant Meals Program,3861779.65799869,-13022862.0249586
WKS FROSTY CORPORATION WENDYS 10827,6585 MISSION GEORGE ROAD,SAN DIEGO,92120,Restaurant Meals Program,3867831.42920249,-13035195.1113436
JACK IN THE BOX INC #3074,1132 30th St,San Diego,92154,Restaurant Meals Program,3839087.3482597,-13032170.5607787
7-eleven 25807,1075 Elkelton Blvd,Spring Valley,91977,Convenience Store,3857447.01451074,-13026322.9479273
7-Eleven 13570,285 Broadway,Chula Vista,91910,Convenience Store,3847371.67305487,-13034649.6458387
Eagle Gas,8445 Los Coches Rd,El Cajon,92021,Convenience Store,3872425.15649708,-13013699.3176714
Carl's Jr. #648,1790 University Dr,Vista,92083,Restaurant Meals Program,3918010.91003186,-13048343.0564012
7 Eleven Store 20100,4101 W Point Loma Blvd,San Diego,92110,Convenience Store,3862608.2302372,-13049267.0081748
Subway 52834,1838 Coronado Ave,San Diego,92154,Restaurant Meals Program,3839273.74458441,-13034870.0584305
MZM Fds Inc dba Jack in The Box 33,220 W Washington St,San Diego,92103,Restaurant Meals Program,3862187.18649224,-13042788.2138106
MZM Fds Inc dba Jack in The Box 95,13245 Black Mountain Rd,San Diego,92129,Restaurant Meals Program,3889797.35780409,-13038460.1120085
D&M Holdings Inc.,1561 Euclid Ave,San Diego,92105,Restaurant Meals Program,3858351.49659834,-13033793.5989545
DMSD Foods Inc dba Jack in The Box J3078,2015 Birch Rd,Chula Vista,91915,Restaurant Meals Program,3845470.2189757,-13020695.7476678
7-Eleven 25165B,3385 Sandrock Rd,San Diego,92123,Convenience Store,3869415.71359628,-13039972.9438884
SUBWAY 47113,7582 Broadway,Lemon Grove,91945,Restaurant Meals Program,3861247.60237278,-13028247.6619232
A-Mart San Ysidro,725 E San Ysidro Blvd,San Diego,92173,Convenience Store,3835068.71725862,-13027693.290859
Pizza Hut #027219,1711 E Valley Pkwy,Escondido,92027,Restaurant Meals Program,3913180.19716482,-13030730.0865679
La Central Market,2001 National Ave,San Diego,92113,Restaurant Meals Program,3855454.1172263,-13040342.5245979
KRIST LIQUOR MARKET,7152 Linda Vista Rd,San Diego,92111,Grocery Store,3867406.62348581,-13043116.6063084
Rally's Hamburgers (4007),1545 Palm Ave,San Diego,92154,Restaurant Meals Program,3840150.15046208,-13035475.6364604
Subway #45595,1461 N Santa Fe Ave,Vista,92084,Restaurant Meals Program,3924665.84207046,-13051448.8701943
Mother & Baby Nutrition,560 N 2nd St,El Cajon,92021,Grocery Store,3868976.68005994,-13017240.3906735
7-eleven 33564A,9660 Via de la Amistad,San Diego,92154,Convenience Store,3836113.06573668,-13017361.7289185
JACK IN THE BOX INC #38,1430 E Valley Pkwy,Escondido,92027,Restaurant Meals Program,3912923.63271256,-13031393.550733
Beshay Foods Inc dba Jack in the Box 3019,1471 N Santa Fe Ave,Vista,92084,Restaurant Meals Program,3924665.84207046,-13051601.3778967
PGC Fds dba Jack in The Box J20,9337 Mission Gorge Rd,Santee,92071,Restaurant Meals Program,3873870.54549269,-13023750.3544951
Popeyes Louisiana Kitchen 13761,1801 Main St,Ramona,92065,Restaurant Meals Program,3899971.79578189,-13011173.4784253
Subway Jafari A&A Inc,12030 Scripps Summit Dr,San Diego,92131,Restaurant Meals Program,3887071.28749668,-13035693.8226623
Clover Leaf Market,3070 Reynard Way,San Diego,92103,Convenience Store,3860506.47036627,-13043298.0570784
Mira Mesa Chevron Gas Station,6795 Mira Mesa Blvd,San Diego,92121,Convenience Store,3883021.02613946,-13043495.0925771
Tropical Star Restaurant And Specialty Market,6163 Balboa Ave,San Diego,92111,Convenience Store,3871385.14270722,-13043824.5982699
Sprouts Farmers Market 231,659 Lomas Santa Fe Dr,Solana Beach,92075,Supermarket,3894768.26414992,-13053297.8869364
G&k Gas Liquor Mart,2405 University Ave,San Diego,92104,Convenience Store,3861959.00056619,-13039808.191042
Arco/ampm 42696,1518 N Magnolia Ave,El Cajon,92020,Convenience Store,3871267.91344391,-13020233.771781
7 Eleven Store 13575C,10049 Campo Rd,Spring Valley,91977,Convenience Store,3861826.11474147,-13021968.1294475
Ucsd Hdh John's Market,2948 Scholars Drive,La Jolla,92093,Convenience Store,3878708.92305779,-13051477.8132619
J S Foods Burger King #4583,1220 S 28th St,San Diego,92113,Restaurant Meals Program,3854683.9837765,-13039318.3852826
Encanto Farms Market,623 69th St,San Diego,92114,Grocery Store,3857093.23215734,-13029826.1723026
7-eleven Store 21604D,899 Broadway,Chula Vista,91911,Convenience Store,3844641.92297763,-13033751.297548
Arco Ampm #42367,607 Douglas Dr,Oceanside,92058,Convenience Store,3927728.65996817,-13060380.0329406
SUBWAY 42788,1080 Park Blvd,San Diego,92101,Restaurant Meals Program,3857725.12610979,-13041534.7563442
Highland Smoke Shop,7785 Broadway,Lemon Grove,91945,Convenience Store,3861185.00138631,-13027855.8173156
7-ELEVEN 18322,657 Palm Ave,Imperial Beach,91932,Convenience Store,3840201.54256932,-13037608.517904
7-ELEVEN 15923,1501 N Santa Fe Ave,Vista,92084,Convenience Store,3924714.01259737,-13051660.3772268
J&G C Store,685 H St,Chula Vista,91910,Convenience Store,3846299.23387787,-13034716.4375332
Big B Market,1540 Coolidge Ave,National City,91950,Convenience Store,3851338.01826812,-13036363.9659969
7-eleven Store 13666g 2111,11610 Riverside Dr,Lakeside,92040,Convenience Store,3877064.14689164,-13017984.004872
Main Street Market 2,289 El Cajon Blvd,El Cajon,92020,Convenience Store,3867858.70839742,-13020989.6311234
Mesa Food & Liquor,8360 Paradise Valley Rd,Spring Valley,91977,Convenience Store,3855222.48987784,-13026516.6438413
Grocery Outlet Escondido 246 246,1516 E Valley Pkwy,Escondido,92027,Supermarket,3913080.22941212,-13031218.7791324
